0	0.000000	E7
0	0.062500	D7#
0	0.125000	D7
0	0.187150	C7#
0	0.250000	D7
0	0.312500	C7#
0	0.375000	C7
0	0.437500	B6
0	0.500000	C7
0	0.562500	B6
0	0.625000	A6#
0	0.687500	A6
0	0.750000	G6#
0	0.812500	G6
0	0.875000	F6#
0	0.937500	F6
1	0.000000	G6#
1	0.062500	G6
1	0.125000	F6#
1	0.187150	F6
1	0.250000	F6#
1	0.312500	F6
1	0.375000	E6
1	0.437500	D6#
1	0.500000	E6
1	0.562500	D6#
1	0.625000	D6
1	0.687500	C6#
1	0.750000	D6
1	0.812500	C6#
1	0.875000	D6
1	0.937500	G6
